0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.498039, 0.0, 0.01537157, 0.0, 0.0, 0.0, 1.121603, 0.0, 6.4806314, 0.0, 0.0, 0.0, 6.570643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.2280116, 0.0, 0.0, 0.0, 2.8225467, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0703125, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7066474, 0.0, 0.0, 0.0, 0.0, 4.0936394, 0.0, 0.0
0.0, 0.9755788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.9067457, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9994981, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9897246, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0811447
0.0, 0.9130349, 4.418795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.596991, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0, 2.620075, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1923149, 0.0, 4.338996, 0.0, 0.0, 0.0, 0.0, 0.0, 6.1023865, 0.0, 0.0, 0.0, 6.3005104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 3.5622778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6672564, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1118603, 0.0, 0.0, 0.0, 0.5636354, 0.0, 1.4384755, 0.8695902
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0339375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.275557, 0.0, 0.0, 0.0, 0.5239455, 0.0, 0.0, 0.0, 0.6040931, 0.0
0.0, 2.5115383, 0.0, 0.0, 0.0, 4.8160477, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.520451, 2.101508, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7603061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.7271018, 0.0
0.0, 0.0, 0.6068826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20705946, 0.0, 0.00066359673, 0.0, 6.851791, 0.0, 0.0, 2.3570573, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.283892, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0539694, 1.1140127
0.44081768, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.6404622, 0.8571667, 0.0, 0.0, 0.0, 0.0, 3.9638011, 0.0, 0.0, 0.0, 0.0, 2.351142, 0.0, 0.0, 0.0, 5.485548, 0.0, 0.0, 0.0, 0.0, 0.0
